questionID,AnswerKey,examName,schoolGrade,question,subject,bag_question,cleaned_question,cluster,final_cleaned,cluster0
NYSEDREGENTS_2006_8_7,A,NYSEDREGENTS,8,The diagram below shows tilted rock layers. The dashed lines represent missing parts of the rock layers. {Regents_2006_8th_Grade_03} Which process is most likely responsible for the removal of the missing parts of the rock layers? (A) erosion (B) deposition (C) earthquakes (D) faulting,Physics,"['dashed', 'layers', 'missing', 'parts', 'rock']",dashed layer miss part rock,0,dashed layer miss part rock,0
NYSEDREGENTS_2006_8_8,A,NYSEDREGENTS,8,"Base your answers on the diagram below, which shows a model of Earth's interior. {Regents_2006_8th_Grade_04} What information did scientists study in order to develop this model? (A) recordings of earthquake waves (B) locations of recent volcanic activity (C) core samples from seafloor drillings (D) fossils found in rocks",Biology,"['activity', 'model', 'seafloor', 'shows', 'study']",activity model seafloor show study,3,activity model seafloor study,0
NYSEDREGENTS_2006_8_9,B,NYSEDREGENTS,8,"Base your answers on the diagram below, which shows a model of Earth's interior. {Regents_2006_8th_Grade_04} Many scientists believe that crustal plate movement occurs because of convection cells contained in Earth's (A) crust (B) mantle (C) outer core (D) inner core",Biology,"['core', 'earths', 'occurs', 'outer', 'plate']",core earth occur out plate,0,core earth occur out plate,1
NYSEDREGENTS_2006_8_13,D,NYSEDREGENTS,8,The diagram below shows the geometric structure of a molecule of water (H2O). {Regents_2006_8th_Grade_05} What do the symbols {Regents_2006_8th_Grade_06} and {Regents_2006_8th_Grade_07} represent in the model? (A) genetic material (B) chemical bonds (C) cells (D) atoms,Biology,"['atoms', 'bonds', 'cells', 'chemical', 'diagram']",atom bond cell chemical diagram,1,atom bond cell chemical,0
NYSEDREGENTS_2006_8_14,A,NYSEDREGENTS,8,"Base your answers on the weather map below, which shows a typical low-pressure system located over part of North America in May. The numbers on the map indicate the air temperature in degrees Fahrenheit. {Regents_2006_8th_Grade_08} The fronts shown on the weather map are best described as (A) boundaries between different air masses (B) boundaries between different wind belts (C) areas experiencing clear skies with light winds (D) areas experiencing extremely warm air temperatures",Physics,"['air', 'areas', 'boundaries', 'map', 'weather']",air area boundary map weather,0,air area boundary map weather,3
NYSEDREGENTS_2006_8_15,A,NYSEDREGENTS,8,"Base your answers on the weather map below, which shows a typical low-pressure system located over part of North America in May. The numbers on the map indicate the air temperature in degrees Fahrenheit. {Regents_2006_8th_Grade_08} The symbol {Regents_2006_8th_Grade_56} shown on the map best represents (A) the probable direction of storm movement for the next 12 hours (B) ocean currents moving the storm system toward the east (C) convection currents associated with the storm system (D) the beginning location of the storm system",Physics,"['currents', 'map', 'storm', 'system', 'toward']",current map storm system toward,0,current map storm system toward,0
NYSEDREGENTS_2006_8_16,D,NYSEDREGENTS,8,"The data table below shows the mass of an 800-gram block of ice as it melts to a 600-gram block of ice. {Regents_2006_8th_Grade_09} If the current rate of melting continues, how many more minutes will be required for the 600-gram block of ice to reach a mass of 400 grams? (A) 15 (B) 30 (C) 45 (D) 60",Physics,"['block', 'current', 'gram', 'ice', 'mass']",block current gram ice mass,0,block current gram ice mass,4
NYSEDREGENTS_2006_8_17,B,NYSEDREGENTS,8,The diagrams below show a natural process that weathers rock. {Regents_2006_8th_Grade_10} Which statement best explains why this process results in weathering? (A) Frozen water acts as a solute. (B) Water expands when it freezes. (C) The mass of water increases when it freezes. (D) Frozen water dissolves most types of rocks.,Physics,"['acts', 'freezes', 'frozen', 'process', 'water']",act freeze frozen process water,0,act freeze frozen process water,0
NYSEDREGENTS_2006_8_18,C,NYSEDREGENTS,8,Which graph shows that more grams of a substance can be dissolved in water as the water temperature increases? (A) {Regents_2006_8th_Grade_11} (B) {Regents_2006_8th_Grade_12} (C) {Regents_2006_8th_Grade_13} (D) {Regents_2006_8th_Grade_14},Physics,"['dissolved', 'grams', 'graph', 'increases', 'water']",dissolve gram graph increase water,0,dissolve gram graph increase water,0
NYSEDREGENTS_2006_8_19,D,NYSEDREGENTS,8,"Letters A, B, C, and D represent locations on a bar magnet. {Regents_2006_8th_Grade_15} Which location has the greatest magnetic force? (A) A (B) B (C) C (D) D",Biology,"['bar', 'force', 'greatest', 'letters', 'location']",bar force great letter location,0,bar force great letter location,0
NYSEDREGENTS_2006_8_20,B,NYSEDREGENTS,8,The diagram below represents several forms of electromagnetic energy. {Regents_2006_8th_Grade_16} Which feature best distinguishes one form of electromagnetic energy from another? (A) color (B) wavelength (C) surface temperature (D) distance traveled,Physics,"['another', 'electromagnetic', 'energy', 'surface', 'temperature']",another electromagnetic energy surface temperature,0,another electromagnetic energy surface temperature,0
NYSEDREGENTS_2006_8_21,D,NYSEDREGENTS,8,Which instrument could be used to determine the volume of an irregularly shaped solid? (A) {Regents_2006_8th_Grade_17} (B) {Regents_2006_8th_Grade_18} (C) {Regents_2006_8th_Grade_19} (D) {Regents_2006_8th_Grade_20},Physics,"['could', 'determine', 'instrument', 'irregularly', 'shaped']",could determine instrument irregularly shape,0,could determine instrument irregularly shape,0
NYSEDREGENTS_2006_8_22,B,NYSEDREGENTS,8,The drawings below show four animals. {Regents_2006_8th_Grade_21} What do all four animals have in common? (A) They reproduce asexually. (B) They are composed of cells. (C) They have similar means of locomotion. (D) They have the same internal structures.,Biology,"['animals', 'asexually', 'cells', 'common', 'four']",animal asexually cell common four,4,animal asexually cell common four,0
NYSEDREGENTS_2006_8_23,B,NYSEDREGENTS,8,"In humans, a fertilized egg contains 46 chromosomes. Which bar graph best represents the number of chromosomes contained in the sperm and egg before they united to make the fertilized egg? (A) {Regents_2006_8th_Grade_22} (B) {Regents_2006_8th_Grade_23} (C) {Regents_2006_8th_Grade_24} (D) {Regents_2006_8th_Grade_25}",Physics,"['bar', 'best', 'chromosomes', 'egg', 'fertilized']",bar best chromosome egg fertilize,0,bar chromosome egg fertilize,0
NYSEDREGENTS_2006_8_24,C,NYSEDREGENTS,8,The diagram below shows a microscopic view of a one-celled organism. Four cell structures are labeled. {Regents_2006_8th_Grade_26} Which statement about the labeled structures is correct? (A) They normally can be seen without magnification. (B) They can survive outside the cell. (C) They help carry on life activities within the cell. (D) They cause disease within the cell.,Biology,"['activities', 'cell', 'labeled', 'structures', 'within']",activity cell label structure within,0,activity cell label structure within,0
NYSEDREGENTS_2006_8_27,B,NYSEDREGENTS,8,"The diagram below shows a simple microscope. Four parts of the microscope are labeled A, B, C, and D. {Regents_2006_8th_Grade_27} Which part of the microscope is used to bring the image of the object on the slide into focus? (A) A (B) B (C) C (D) D",Biology,"['bring', 'diagram', 'focus', 'four', 'microscope']",bring diagram focus four microscope,1,bring focus four microscope,0
NYSEDREGENTS_2006_8_30,A,NYSEDREGENTS,8,The diagram below shows a human arm bending at the elbow. {Regents_2006_8th_Grade_28} Which two body systems most directly cause the arm to bend? (A) skeletal and muscular (B) reproductive and endocrine (C) respiratory and excretory (D) nervous and digestive,Physics,"['arm', 'reproductive', 'respiratory', 'shows', 'skeletal']",arm reproductive respiratory show skeletal,3,arm reproductive respiratory skeletal,0
NYSEDREGENTS_2006_8_31,C,NYSEDREGENTS,8,The illustration below traces the development of the corgi dog over several generations as a result of human activity. {Regents_2006_8th_Grade_29} This is an example of the human activity called (A) mutation (B) genetic engineering (C) selective breeding (D) natural selection,Biology,"['activity', 'human', 'result', 'selection', 'selective']",activity human result selection selective,0,activity human result selection selective,0
NYSEDREGENTS_2006_8_32,C,NYSEDREGENTS,8,"The graph below shows the number of known species in the five kingdoms of living things. {Regents_2006_8th_Grade_30} Based on the graph, which kingdom contains approximately twice as many known species as the Protista Kingdom? (A) Animalia (B) Plantae (C) Fungi (D) Monera",Biology,"['graph', 'kingdom', 'known', 'shows', 'species']",graph kingdom know show specie,3,graph kingdom know specie,0
NYSEDREGENTS_2006_8_33,B,NYSEDREGENTS,8,The diagram below shows three generations of cell division. {Regents_2006_8th_Grade_31} How many cells should exist in the fourth generation? (A) 10 (B) 8 (C) 6 (D) 4,Physics,"['cell', 'cells', 'diagram', 'division', 'exist']",cell cell diagram division exist,1,cell cell division exist,0
NYSEDREGENTS_2006_8_34,B,NYSEDREGENTS,8,Base your answers on the diagram below and on your knowledge of science. The diagram shows a model of human inheritance. {Regents_2006_8th_Grade_32} What is this model used to determine? (A) the possibility of having twins (B) the probability of a trait being passed on (C) the rate of mutation (D) the production of sex cells,Biology,"['answers', 'diagram', 'model', 'shows', 'trait']",answer diagram model show trait,1,model trait,0
NYSEDREGENTS_2006_8_35,A,NYSEDREGENTS,8,Base your answers on the diagram below and on your knowledge of science. The diagram shows a model of human inheritance. {Regents_2006_8th_Grade_32} What is the genetic makeup of the parents? (A) AA and aa (B) Aa and Aa (C) AA and AA (D) aa and aa,Biology,"['aa', 'answers', 'base', 'diagram', 'genetic']",aa answer base diagram genetic,1,aa base genetic,0
NYSEDREGENTS_2006_8_36,D,NYSEDREGENTS,8,Base your answers on the diagram below and on your knowledge of science. The diagram shows a model of human inheritance. {Regents_2006_8th_Grade_32} Why will Aa individuals have a straight hairline rather than a peaked hairline? (A) The peaked hairline occurs only in females. (B) The peaked hairline is a mutation. (C) The straight hairline is recessive. (D) The straight hairline is dominant.,Biology,"['diagram', 'hairline', 'peaked', 'science', 'straight']",diagram hairline peak science straight,1,hairline peak straight,0
NYSEDREGENTS_2006_8_38,D,NYSEDREGENTS,8,The diagram below shows the head structure of four different birds. {Regents_2006_8th_Grade_33} The birds' beaks show how the birds (A) compete for the same food in their community (B) require different amounts of food for survival (C) store food for the winter months (D) are adapted to get food from different sources,Biology,"['adapted', 'birds', 'different', 'food', 'structure']",adapt bird different food structure,0,adapt bird food structure,0
NYSEDREGENTS_2006_8_42,D,NYSEDREGENTS,8,The diagrams below show changes in a natural community over a period of 200 years. {Regents_2006_8th_Grade_34} Which process is illustrated in the diagrams? (A) ozone depletion (B) global warming (C) recycling resources (D) ecological succession,Biology,"['changes', 'diagrams', 'resources', 'show', 'succession']",change diagram resource show succession,1,resource succession,0
NYSEDREGENTS_2006_8_43,C,NYSEDREGENTS,8,"Base your answers on the diagram below and on your knowledge of science. The diagram shows four stages in the development of a human after fertilization. {Regents_2006_8th_Grade_35} Between stages A and D, which process must occur? (A) mutation (B) sexual reproduction (C) cell division (D) extinction",Biology,"['diagram', 'reproduction', 'science', 'sexual', 'stages']",diagram reproduction science sexual stage,1,reproduction sexual stage,0
NYSEDREGENTS_2006_8_44,D,NYSEDREGENTS,8,Base your answers on the diagram below and on your knowledge of science. The diagram shows four stages in the development of a human after fertilization. {Regents_2006_8th_Grade_35} Which sequence of development is correct? (A) fertilized egg -> tissues -> organ systems -> organs (B) fertilized egg -> organ systems -> organs -> tissues (C) fertilized egg -> organs -> tissues -> organ systems (D) fertilized egg -> tissues -> organs -> organ systems,Biology,"['egg', 'fertilized', 'organs', 'systems', 'tissues']",egg fertilize organ system tissue,0,egg fertilize organ system tissue,0
NYSEDREGENTS_2006_8_45,D,NYSEDREGENTS,8,"A student wanted to study the amount of mold growing on pizza at different temperatures. In the experiment, the student set up four identical pans of pizza. Each pan contained the same amount of pizza. The temperatures and light conditions are shown in the data table below. {Regents_2006_8th_Grade_36} One error made in setting up the experiment was that the four pans of pizza (A) were at different temperatures (B) were different sizes (C) had different ingredients (D) received different amounts of light",Physics,"['amount', 'different', 'pizza', 'student', 'temperatures']",amount different pizza student temperature,0,amount pizza temperature,2
NYSEDREGENTS_2007_8_1,C,NYSEDREGENTS,8,Three different human cells are shown below. {Regents_2007_8th_Grade_01} Which process occurs in all of these cells? (A) metamorphosis (B) locomotion (C) reproduction (D) photosynthesis,Physics,"['cells', 'different', 'human', 'locomotion', 'metamorphosis']",cell different human locomotion metamorphosis,0,cell human locomotion metamorphosis,0
NYSEDREGENTS_2007_8_4,B,NYSEDREGENTS,8,"The diagram below shows two different organisms, a dog and a cat. {Regents_2007_8th_Grade_02} Which phrase best describes the classification of these two organisms? (A) same kingdom, same species (B) same kingdom, different species (C) different kingdoms, different species (D) different kingdoms, same species",Physics,"['different', 'kingdom', 'kingdoms', 'organisms', 'species']",different kingdom kingdom organism specie,0,kingdom kingdom organism specie,0
NYSEDREGENTS_2007_8_11,C,NYSEDREGENTS,8,The diagram below shows information about the reproduction and development of a rabbit. {Regents_2007_8th_Grade_03} Which letter in the diagram represents fertilization? (A) A (B) B (C) C (D) D,Biology,"['development', 'diagram', 'fertilization', 'information', 'letter']",development diagram fertilization information letter,1,development fertilization letter,0
NYSEDREGENTS_2007_8_14,C,NYSEDREGENTS,8,Base your answers on the diagram below and on your knowledge of science. The diagram shows the life cycle of the common housefly. {Regents_2007_8th_Grade_04} Which process is shown by this diagram? (A) competition (B) metabolism (C) metamorphosis (D) migration,Biology,"['answers', 'base', 'common', 'competition', 'diagram']",answer base common competition diagram,1,base common competition,0
NYSEDREGENTS_2007_8_15,A,NYSEDREGENTS,8,Base your answers on the diagram below and on your knowledge of science. The diagram shows the life cycle of the common housefly. {Regents_2007_8th_Grade_04} A life cycle is best described as the (A) series of changes in the development of an organism (B) movement of an organism from place to place (C) ability of an organism to adapt to its environment (D) flow of energy through an organism's community,Biology,"['cycle', 'diagram', 'life', 'organism', 'place']",cycle diagram life organism place,1,cycle life organism place,0
NYSEDREGENTS_2007_8_16,D,NYSEDREGENTS,8,The diagram below shows a deer and green plants. {Regents_2007_8th_Grade_05} Which statement best describes the relationship between the deer and the plants? (A) The deer supplies food and oxygen to the green plants. (B) The deer supplies food and carbon dioxide to the green plants. (C) The green plants supply food and carbon dioxide to the deer. (D) The green plants supply food and oxygen to the deer.,Physics,"['carbon', 'deer', 'food', 'green', 'plants']",carbon deer food green plant,0,carbon deer food green plant,0
NYSEDREGENTS_2007_8_17,D,NYSEDREGENTS,8,The table below shows the deer population in Arizona for a 30-year period. {Regents_2007_8th_Grade_06} What is the most likely reason that the deer population decreased from 1920 to 1935? (A) There was less air pollution. (B) More water was available. (C) Fewer hunting licenses were issued. (D) There was increased competition for food.,Physics,"['air', 'deer', 'population', 'shows', 'table']",air deer population show table,3,air deer population,3
NYSEDREGENTS_2007_8_24,D,NYSEDREGENTS,8,The illustration below shows the Moon orbiting Earth and Earth orbiting the Sun. {Regents_2007_8th_Grade_07} Which force is responsible for these orbiting motions? (A) friction (B) electricity (C) magnetism (D) gravity,Biology,"['earth', 'electricity', 'force', 'friction', 'orbiting']",earth electricity force friction orbit,0,earth electricity force friction orbit,1
NYSEDREGENTS_2007_8_34,D,NYSEDREGENTS,8,The diagram below shows a student using a spring scale to pull a wooden block up a ramp that is resting on a stack of books. {Regents_2007_8th_Grade_08} Which change would require more force to pull the wooden block up the ramp? (A) Have the student use two hands. (B) Reduce the mass of the wooden block. (C) Restack the books so the thinnest book is on the bottom. (D) Glue sandpaper to the surface of the ramp.,Physics,"['block', 'books', 'ramp', 'student', 'wooden']",block book ramp student wooden,0,block book ramp wooden,0
NYSEDREGENTS_2007_8_35,A,NYSEDREGENTS,8,"The diagram below shows a bar magnet. Points A, B, C, and D are locations on the magnet. {Regents_2007_8th_Grade_09} Which position on the bar magnet would have the strongest attraction to the north pole of another bar magnet? (A) A (B) B (C) C (D) D",Biology,"['another', 'attraction', 'bar', 'diagram', 'magnet']",another attraction bar diagram magnet,1,another attraction bar magnet,0
NYSEDREGENTS_2007_8_37,B,NYSEDREGENTS,8,The diagram below shows a Bunsen burner heating a beaker of water on a beaker stand. The arrows represent the transfer of heat energy in the water. {Regents_2007_8th_Grade_10} Which process is primarily responsible for the transfer of heat indicated by the arrows in the beaker of water? (A) conduction (B) convection (C) radiation (D) condensation,Physics,"['arrows', 'beaker', 'heat', 'transfer', 'water']",arrow beaker heat transfer water,0,arrow beaker heat transfer water,0
NYSEDREGENTS_2007_8_38,B,NYSEDREGENTS,8,Which object represents a simple machine? (A) {Regents_2007_8th_Grade_11} (B) {Regents_2007_8th_Grade_12} (C) {Regents_2007_8th_Grade_13} (D) {Regents_2007_8th_Grade_14},Physics,"['machine', 'object', 'represents', 'simple']",machine object represent simple,0,machine object simple,0
NYSEDREGENTS_2007_8_40,A,NYSEDREGENTS,8,"Base your answers on the topographic map below, which shows the elevation of land in feet above sea level. Points A, B, and C are locations on the map. {Regents_2007_8th_Grade_15} A camper walked from point A to point B by taking a path shown by the dotted line. What is the approximate distance the camper walked? (A) 1.5 miles (B) 2.5 miles (C) 3.0 miles (D) 3.5 miles",Biology,"['camper', 'map', 'miles', 'point', 'walked']",camper map mile point walk,0,camper map mile point walk,0
NYSEDREGENTS_2007_8_41,B,NYSEDREGENTS,8,"Base your answers on the topographic map below, which shows the elevation of land in feet above sea level. Points A, B, and C are locations on the map. {Regents_2007_8th_Grade_15} What is a possible elevation of point C? (A) 75 feet (B) 85 feet (C) 95 feet (D) 105 feet",Biology,"['answers', 'base', 'elevation', 'feet', 'map']",answer base elevation foot map,2,base elevation foot map,0
NYSEDREGENTS_2007_8_42,D,NYSEDREGENTS,8,"The data table below compares cars and light trucks in regard to gas mileage and the amount of gases released into the environment (emissions). {Regents_2007_8th_Grade_16} Based on the information in the table, which conclusion can be made about light trucks? (A) They get more average miles per gallon than cars. (B) They have become more popular than cars in recent years. (C) They produce less nitrogen oxide and carbon dioxide emissions than cars. (D) They have a greater negative impact on the environment than cars.",Physics,"['cars', 'environment', 'light', 'table', 'trucks']",car environment light table truck,0,car environment light truck,0
NYSEDREGENTS_2007_8_43,C,NYSEDREGENTS,8,"Base your answers on the information and graphs below and on your knowledge of science. Some species of bacteria are harmful. Antibiotics are chemicals that kill bacteria. Some bacteria are resistant to antibiotics and are not killed by these chemicals. Over time, the resistant bacteria can reproduce and create populations that are not affected by antibiotics. The graphs below show the results of a controlled experiment that measured the population of one species of bacteria that had been grown in four containers under identical conditions. Different antibiotics were added to three of the four containers.{Regents_2007_8th_Grade_17} Which conclusion about this species of bacteria is best supported by the information in the graphs? (A) Antibiotic A continuously slowed the growth. (B) Antibiotic B was least effective in controlling the growth. (C) Antibiotic C was most effective in controlling the growth. (D) Antibiotics A and B slowed the growth.",Biology,"['antibiotics', 'bacteria', 'graphs', 'growth', 'species']",antibiotic bacteria graph growth specie,0,antibiotic bacteria graph growth specie,0
NYSEDREGENTS_2007_8_44,D,NYSEDREGENTS,8,"Base your answers on the information and graphs below and on your knowledge of science. Some species of bacteria are harmful. Antibiotics are chemicals that kill bacteria. Some bacteria are resistant to antibiotics and are not killed by these chemicals. Over time, the resistant bacteria can reproduce and create populations that are not affected by antibiotics. The graphs below show the results of a controlled experiment that measured the population of one species of bacteria that had been grown in four containers under identical conditions. Different antibiotics were added to three of the four containers.{Regents_2007_8th_Grade_17} The control in this experiment is represented by the container with (A) antibiotic A added (B) antibiotic B added (C) antibiotic C added (D) no antibiotic added",Biology,"['added', 'antibiotic', 'antibiotics', 'bacteria', 'graphs']",add antibiotic antibiotic bacteria graph,0,add antibiotic antibiotic bacteria graph,0
NYSEDREGENTS_2007_8_45,B,NYSEDREGENTS,8,"The map below shows the four major time zones in the continental United States. {Regents_2007_8th_Grade_18} If it is 9 a.m. in the Eastern Time Zone, what time is it in the Pacific Time Zone? (A) 3 a.m. (B) 6 a.m. (C) 6 p.m. (D) 9 p.m.",Biology,"['continental', 'eastern', 'four', 'time', 'zone']",continental eastern four time zone,0,continental eastern four time zone,0
NYSEDREGENTS_2009_8_8,B,NYSEDREGENTS,8,"The diagram below shows a bar magnet resting on top of a piece of white paper. The north and south poles of the magnet are labeled N and S. Points A, B, C, and D represent four locations around the magnet. {Regents_2009_8th_Grade_01} If iron filings were sprinkled evenly across the entire paper circle, at which location would the greatest concentration of iron filings be found after 30 seconds? (A) A (B) B (C) C (D) D",Biology,"['across', 'filings', 'iron', 'magnet', 'paper']",across filing iron magnet paper,0,across filing iron magnet paper,0
NYSEDREGENTS_2009_8_13,D,NYSEDREGENTS,8,Base your answers on the cross section below and on your knowledge of science. The cross section compares the densities of different Earth layers. {Regents_2009_8th_Grade_02} Which Earth layer is most dense? (A) plastic mantle (B) stiffer mantle (C) outer core (D) inner core,Biology,"['core', 'cross', 'earth', 'mantle', 'section']",core cross earth mantle section,0,core cross earth mantle section,1
NYSEDREGENTS_2009_8_14,B,NYSEDREGENTS,8,"Base your answers on the cross section below and on your knowledge of science. The cross section compares the densities of different Earth layers. {Regents_2009_8th_Grade_02} Convection currents, which may be the driving force for the movement of lithospheric plates, are mostly found in Earth's (A) crust (B) plastic mantle (C) outer core (D) inner core",Biology,"['core', 'cross', 'plastic', 'plates', 'section']",core cross plastic plate section,0,core cross plastic plate section,0
NYSEDREGENTS_2009_8_15,B,NYSEDREGENTS,8,Which diagram best represents molecules of matter in the solid phase? (A) {Regents_2009_8th_Grade_03} (B) {Regents_2009_8th_Grade_04} (C) {Regents_2009_8th_Grade_05} (D) {Regents_2009_8th_Grade_06},Physics,"['best', 'diagram', 'matter', 'molecules', 'phase']",best diagram matter molecule phase,1,matter molecule phase,0
NYSEDREGENTS_2009_8_16,C,NYSEDREGENTS,8,"Base your answers on the information and diagram below and on your knowledge of science. During an experiment, a strip of magnesium (Mg) metal wrapped around a nichrome (nonreactive) wire is placed in a flask. The nichrome wire outside the flask is insulated. The contents of the flask are sealed off from the environment with a rubber stopper. When the nichrome wire is connected to a battery, an electric current passes through the wire, causing a white powder called magnesium oxide (MgO) to form.{Regents_2009_8th_Grade_07} The flask and its contents had a mass of 120 grams before the experiment and a mass of 120 grams after the experiment. Which conclusion can best be made from these measurements? (A) A phase change took place. (B) Energy was destroyed. (C) Matter was conserved. (D) New elements were formed.",Physics,"['experiment', 'flask', 'mass', 'nichrome', 'wire']",experiment flask mass nichrome wire,0,experiment flask mass nichrome wire,4
NYSEDREGENTS_2009_8_17,A,NYSEDREGENTS,8,"Base your answers on the information and diagram below and on your knowledge of science. During an experiment, a strip of magnesium (Mg) metal wrapped around a nichrome (nonreactive) wire is placed in a flask. The nichrome wire outside the flask is insulated. The contents of the flask are sealed off from the environment with a rubber stopper. When the nichrome wire is connected to a battery, an electric current passes through the wire, causing a white powder called magnesium oxide (MgO) to form.{Regents_2009_8th_Grade_07} The chemical change that occurred in the flask is most similar to (A) burning a piece of coal (B) freezing water in a container (C) breaking a piece of wood into many pieces (D) bending a wire to form a hook",Physics,"['flask', 'form', 'nichrome', 'piece', 'wire']",flask form nichrome piece wire,0,flask nichrome piece wire,0
NYSEDREGENTS_2009_8_18,B,NYSEDREGENTS,8,The diagrams below show smooth blocks of wood being pushed across the same surface. The mass of the block and amount of force applied are labeled in each diagram. In which diagram would the block of wood have the greatest acceleration? (A) {Regents_2009_8th_Grade_08} (B) {Regents_2009_8th_Grade_09} (C) {Regents_2009_8th_Grade_10} (D) {Regents_2009_8th_Grade_11},Biology,"['acceleration', 'block', 'diagram', 'surface', 'wood']",acceleration block diagram surface wood,1,acceleration block surface wood,0
NYSEDREGENTS_2009_8_19,B,NYSEDREGENTS,8,"The graph below shows the distance traveled by four cars, A, B, C, and D, over a period of time. {Regents_2009_8th_Grade_12} The average speed of a moving object can be determined by using the equation below. {Regents_2009_8th_Grade_13} Which car traveled at an average speed of 20 kilometers per hour? (A) A (B) B (C) C (D) D",Biology,"['average', 'car', 'cars', 'distance', 'traveled']",average car car distance travel,0,average car car distance travel,0
NYSEDREGENTS_2009_8_30,D,NYSEDREGENTS,8,Which process is represented by the diagram below? {Regents_2009_8th_Grade_14} (A) asexual reproduction (B) ecological succession (C) photosynthesis (D) metamorphosis,Biology,"['asexual', 'diagram', 'ecological', 'metamorphosis', 'photosynthesis']",asexual diagram ecological metamorphosis photosynthesis,1,asexual ecological metamorphosis photosynthesis,0
NYSEDREGENTS_2009_8_32,C,NYSEDREGENTS,8,The diagram below shows four living organisms.{Regents_2009_8th_Grade_15} Which statement about the organisms shown is accurate? (A) They are all single celled and have similar organs. (B) They are all single celled and have identical organs. (C) They are all multicellular and have similar organs. (D) They are all multicellular and have identical organs.,Biology,"['celled', 'identical', 'multicellular', 'organisms', 'organs']",celled identical multicellular organism organ,0,celled identical multicellular organism organ,0
NYSEDREGENTS_2009_8_33,D,NYSEDREGENTS,8,The chart below identifies the function of several organs found in a human body system. {Regents_2009_8th_Grade_16} Which human body system performs these functions? (A) skeletal (B) digestive (C) circulatory (D) respiratory,Biology,"['body', 'chart', 'circulatory', 'human', 'system']",body chart circulatory human system,0,body chart circulatory human system,0
NYSEDREGENTS_2009_8_36,C,NYSEDREGENTS,8,"The diagram below shows a population of adult giraffes over time. Letters A, B, and C represent three time periods. {Regents_2009_8th_Grade_17} Which process does this diagram best represent? (A) ecological succession (B) genetic engineering (C) natural selection (D) asexual reproduction",Biology,"['diagram', 'represent', 'shows', 'succession', 'time']",diagram represent show succession time,1,succession time,0
NYSEDREGENTS_2009_8_37,A,NYSEDREGENTS,8,The diagram below shows the life cycle of a liver fluke.{Regents_2009_8th_Grade_18} This diagram shows that the liver fluke (A) depends on other organisms for survival (B) dies when it enters the fish (C) completes its life cycle in the snail (D) survives at very high temperatures,Physics,"['cycle', 'diagram', 'fluke', 'liver', 'shows']",cycle diagram fluke liver show,1,cycle fluke liver,0
NYSEDREGENTS_2009_8_38,B,NYSEDREGENTS,8,The diagram below shows an ecosystem in a fish tank. {Regents_2009_8th_Grade_19} One consumer in this tank is the (A) water (B) fish (C) green plant (D) rock,Biology,"['consumer', 'diagram', 'ecosystem', 'fish', 'tank']",consumer diagram ecosystem fish tank,1,consumer ecosystem fish tank,0
NYSEDREGENTS_2009_8_40,B,NYSEDREGENTS,8,The diagram below shows a rabbit population at two different times. {Regents_2009_8th_Grade_20} Which environmental factor may have contributed to the increase in the rabbit population? (A) decrease in resources (B) decrease in predators (C) increase in disease (D) increase in pollution,Physics,"['contributed', 'decrease', 'increase', 'population', 'rabbit']",contributed decrease increase population rabbit,0,contributed decrease increase population rabbit,0
NYSEDREGENTS_2009_8_42,B,NYSEDREGENTS,8,"The diagram below shows a factory in the Midwest burning coal, the direction of prevailing winds, and an area in New York State. {Regents_2009_8th_Grade_21} Which statement is best supported by the information shown in the diagram? (A) Most rain is caused by factories. (B) Human activities can cause pollution. (C) Acid rain is necessary for forest growth. (D) The Adirondack Mountains determine the direction of prevailing winds.",Physics,"['diagram', 'direction', 'prevailing', 'rain', 'winds']",diagram direction prevail rain wind,1,direction prevail rain wind,0
NYSEDREGENTS_2009_8_43,C,NYSEDREGENTS,8,"The series of diagrams below shows a single-celled organism and its offspring that resulted from cell division over a period of 20 hours. {Regents_2009_8th_Grade_22} If the organisms continue to reproduce asexually at this same rate, how many organisms will there be after 30 hours? (A) 6 (B) 7 (C) 8 (D) 16",Biology,"['asexually', 'hours', 'organisms', 'resulted', 'series']",asexually hour organisms result series,0,asexually hour organisms result series,0
NYSEDREGENTS_2009_8_44,A,NYSEDREGENTS,8,"Base your answers on the graph below, which shows the average number of Calories needed each day by young people. {Regents_2009_8th_Grade_23} How many more average daily Calories are needed by a 17-year-old male than by a 17-year-old female? (A) 300 (B) 500 (C) 2700 (D) 3000",Biology,"['answers', 'average', 'calories', 'needed', 'yearold']",answer average calorie need yearold,0,average calorie need yearold,0
NYSEDREGENTS_2009_8_45,A,NYSEDREGENTS,8,"Base your answers on the graph below, which shows the average number of Calories needed each day by young people. {Regents_2009_8th_Grade_23} Which statement is supported by the graph? (A) At age 9, a female needs the same daily Calories as a male. (B) At age 14, a female needs more daily Calories than a male. (C) An 11-year-old child needs twice as many daily Calories as a 6-year-old child. (D) An 8-year-old female needs fewer daily Calories than a 5-year-old male.",Physics,"['calories', 'daily', 'male', 'needs', 'yearold']",calorie daily male need yearold,0,calorie daily male need yearold,0
